,x1,x2
0,0.11160196340919282,0.9257347624047891
1,0.11527028303532266,0.8819248064142067
2,0.11920769133035708,0.8395278136579507
3,0.12341000394955615,0.7986111734314656
4,0.1278730365481801,0.759233676970983
5,0.13259260478148888,0.721445783142838
6,0.13756452430474264,0.6852898841327814
7,0.14278461077320148,0.6508005711352929
8,0.14824867984212564,0.6180049000428962
9,0.1539525471667752,0.5869226571354699
10,0.15989202840241018,0.5575666247695634
11,0.16606293920429083,0.5299428470677093
12,0.1724610952276771,0.5040508956077369
13,0.17908231212782924,0.4798841351120859
14,0.18592240556000744,0.4574299891371198
15,0.19297719117947154,0.4366702057624398
16,0.20024248464148195,0.4175811232801974
17,0.2077141016012986,0.4001339358844088
18,0.21538785771418167,0.3842949593602679
19,0.2232595686353914,0.37002589677345993
20,0.23132505002018766,0.3572841041594751
21,0.2395801175238307,0.3460228562129217
22,0.24802058680158068,0.3361916119768401
23,0.2566422735086977,0.32773628053201587
24,0.2654409933004418,0.3205994866862933
25,0.2744125618320731,0.31472083666388917
26,0.2835527947588518,0.31003718379470596
27,0.292857507736038,0.3064828942036455
28,0.30232251641889185,0.3039901124999224
29,0.3119436364626733,0.3024890274663777
30,0.3217166835226426,0.301908137748792
31,0.3316374732540599,0.3021745175451995
32,0.34170182131218524,0.30321408229520075
33,0.35190554335227886,0.3049518543692772
34,0.3622444550296007,0.30731222875810355
35,0.37271437199941093,0.31021923876186197
36,0.3833111099169697,0.31359682167955555
37,0.3940304844375372,0.3173690844983216
38,0.4048683112163734,0.32146056958274494
39,0.41582040590873853,0.32579652036417206
40,0.4268825841698926,0.33030314703002395
41,0.4380506616550959,0.33490789221311
42,0.4493204540196084,0.33953969668094125
43,0.4606877769186902,0.3441292650250442
44,0.4721484460076016,0.3486093313502739
45,0.48369827694160245,0.35291492496412763
46,0.4953330853759531,0.35698363606605865
47,0.5070486869659135,0.3607558814367894
48,0.518840897366744,0.36417517012762485
49,0.5307055322337044,0.36718836914976655
50,0.542638407222055,0.36974596916362557
51,0.5546353379870561,0.3718023501681362
52,0.5666921401839674,0.37331604719006956
53,0.5788046294680493,0.37425001597334695
54,0.5909686214945619,0.37457189866835355
55,0.6031799319187652,0.3742542895212515
56,0.6154343763959195,0.3732750005632939
57,0.6277277705812847,0.3716173273001379
58,0.6400559301301211,0.3692703144011585
59,0.6524146706976885,0.3662290213887618
60,0.6647998079392474,0.36249478832769877
61,0.677207157510058,0.35807550151437834
62,0.6896325350653799,0.3529858591661814
63,0.7020717562604737,0.3472476371107738
64,0.7145206367505992,0.34088995447542036
65,0.7269749921910166,0.333949539376298
66,0.7394306382369862,0.3264709946078091
67,0.7518833905437678,0.3185070633318956
68,0.764329064766622,0.31011889476735177
69,0.7767634765608084,0.3013763098791385
70,0.7891824415815873,0.29235806706769585
71,0.8015817754842189,0.28315212785825744
72,0.8139572939239633,0.27385592259016345
73,0.8263048125560806,0.2645766161061741
74,0.8386201470358308,0.25543137344178357
75,0.8508991130184742,0.24654762551453296
76,0.8631375261592709,0.23806333481332406
77,0.8753312021134807,0.23012726108773304
78,0.8874759565363644,0.22289922703732334
79,0.8995676050831813,0.21655038400095997
80,0.911601963409192,0.21126347764612227
