,x1,x2
0,0.11160196340919282,0.9257347624047891
1,0.13356138134542683,0.8835282102757605
2,0.15520031924820454,0.8437835102078901
3,0.17651945826979965,0.8063995170018801
4,0.19751947956248606,0.7712776584623611
5,0.2182010642785378,0.7383218989286324
6,0.2385648935702287,0.7074387028054024
7,0.2586116485898327,0.6785369980935267
8,0.27834201048962365,0.6515281399207481
9,0.2977566604218755,0.6263258740724351
10,0.31685627953886214,0.6028463005223231
11,0.3356415489928575,0.5810078369632523
12,0.35411314993613535,0.5607311823379075
13,0.3722717635209696,0.5419392803695582
14,0.3901180708996343,0.5245572830927967
15,0.40765275322440325,0.5085125143842787
16,0.42487649164755037,0.4937344334934621
17,0.44178996732134956,0.48015459857334664
18,0.45839386139807475,0.4677066302112134
19,0.4746888550299998,0.45632617495936373
20,0.4906756293693985,0.4459508688658594
21,0.5063548655685449,0.4365203010052613
22,0.521727244779713,0.4279759770093693
23,0.5367934481551765,0.42026128259796147
24,0.5515541568472093,0.41332144710953383
25,0.5660100520080854,0.4071035070320391
26,0.5801618147900787,0.40155626953362683
27,0.594010126345463,0.3966302759933823
28,0.6075556678265124,0.3922777655320662
29,0.6207991203855004,0.38845263854285406
30,0.6337411651747014,0.38511042022207537
31,0.6463824833463889,0.3822082240999534
32,0.6587237560528371,0.37970471557134444
33,0.6707656644463197,0.377560075426477
34,0.6825088896791106,0.3757359633816916
35,0.6939541129034837,0.3741954816101798
36,0.7051020152717131,0.372903138272724
37,0.7159532779360726,0.3718248110484367
38,0.726508582048836,0.37092771066549973
39,0.7367686087622771,0.37018034443190384
40,0.74673403922867,0.3695524797661883
41,0.7564055546002887,0.3690151077281799
42,0.7657838360294068,0.3685404065497325
43,0.7748695646682984,0.36810170516546686
44,0.7836634216692374,0.3676734467435094
45,0.7921660881844976,0.367231152216232
46,0.800378245366353,0.36675138381099137
47,0.8083005743670775,0.36621170858086854
48,0.8159337563389449,0.36559066193540796
49,0.823278472434229,0.36486771117135736
50,0.830335403805204,0.3640232190034067
51,0.8371052316041436,0.36303840709492796
52,0.8435886369833219,0.36189531958871435
53,0.8497863010950124,0.3605767866377199
54,0.8556989050914894,0.3590663879357986
55,0.8613271301250265,0.357348416248444
56,0.866671657347898,0.3554078409435287
57,0.8717331679123773,0.35323027152204356
58,0.8765123429707387,0.35080192114883724
59,0.8810098636752557,0.3481095701833557
60,0.8852264111782027,0.3451405297103812
61,0.8891626666318533,0.3418826050707725
62,0.8928193111884813,0.33832405939220345
63,0.8961970260003609,0.33445357711990265
64,0.8992964922197657,0.3302602275473933
65,0.9021183909989698,0.3257334283472321
66,0.9046634034902471,0.3208629091017488
67,0.9069322108458715,0.31563867483378577
68,0.9089254942181166,0.31005096953743716
69,0.9106439347592566,0.3040902397087887
70,0.9120882136215654,0.29774709787665665
71,0.913259011957317,0.2910122861333274
72,0.9141570109187849,0.2838766396652971
73,0.9147828916582432,0.2763310502840107
74,0.9151373353279659,0.2683664299566019
75,0.915221023080227,0.2599736743366318
76,0.9150346360673001,0.251143626294829
77,0.9145788554414592,0.2418670394498288
78,0.9138543623549783,0.23213454169891215
79,0.9128618379601312,0.22193659874874613
80,0.9116019634091919,0.21126347764612213
